id,spa,mslg_real,mslg_pred,raw_response
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR COMIDA CADUCADA NO-HAY,REFRIGERADOR COMIDA CADUCADA NO-HAY
3,¿Y eso?,¿Y-ESO?,¿ESO QUÉ?,¿ESO QUÉ?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLE CALLE,GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLE CALLE
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,YO PENSAR ESTUDIAR ODONTOLOGÍA,YO PENSAR ESTUDIAR ODONTOLOGÍA
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA TENER LUNAR BONITO,ELLA TENER LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO YA GANAR CAMPEONATO,YO YA GANAR CAMPEONATO
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO+MUJER ARGENTINA NACER,MI NOVIO+MUJER ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿CÓMO TÚ HACER SEÑA APÓSTOL?,¿CÓMO TÚ HACER SEÑA APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YO YA TENER TRABAJO YO CONTENTO,"YO YA TENER TRABAJO, YO CONTENTO."
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO REPROBADO SEXTO-PRIMARIA,MI HIJO REPROBADO SEXTO-Primaria
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,TARDE LLOVER FUTURO,TARDE LLOVER FUTURO
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL YA ARRESTAR QUÉ FEO,"ÉL YA ARRESTAR, QUÉ FEO."
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIONES YO IR VIAJE CIUDAD-OBREGÓN,PRÓXIMO VACACIONES YO IR VIAJE CIUDAD-OBREGÓN
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHE METRO CAOS,ANOCHE METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA,MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,YO YA PINTAR MI PUERTA COLOR AZUL,YO YA PINTAR MI PUERTA COLOR AZUL
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,DM-AUSTRIA PAÍS HERMOSO,dm-AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO YO MANEJAR MI AUTO YO DEBER PONER GASOLINA ÉL,"DIARIO YO MANEJAR MI AUTO, YO DEBER PONER GASOLINA ÉL"
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,¡CAFÉ CALIENTE VERDAD!,¡CAFÉ CALIENTE VERDAD!
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE AÑO-PASADO MI JEFE BOGOTÁ YA VIAJAR,DICIEMBRE AÑO-PASADO MI JEFE BOGOTÁ YA VIAJAR
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,YO ABANDONAR MI HIJO+MUJER,YO ABANDONAR MI HIJO+MUJER
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL DESEAR CONQUISTAR MUJER PERO ÉL TENER MIEDO ABANDONAR ÉL YA,ÉL DESEAR CONQUISTAR MUJER PERO ÉL TENER MIEDO ABANDONAR ÉL YA
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,NOS-VEMOS METRO CHABACANO 10 MAÑANA,NOS-VEMOS METRO CHABACANO 10 MAÑANA
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY CUMPLEAÑOS MÍO,HOY CUMPLEAÑOS MÍO
