id,spa,mslg_real,mslg_pred,raw_response
298,El niño ve un mono en el zoológico.,ENTRAR ANIMAL NIÑO VER MONO,ZOOLÓGICO NIÑO MONO VER,ZOOLÓGICO NIÑO MONO VER
208,No hay dulces en el frasco.,FRASCO DULCES NO-HAY,NO-HAY DULCE FRASCO,NO-HAY DULCE FRASCO
470,Fui a comprar jabón a la tienda.,YO IR TIENDA COMPRAR JABÓN YA,YO TIENDA IR JABÓN COMPRAR,YO TIENDA IR JABÓN COMPRAR
859,Yo compré una Coca Cola ayer.,AYER COCA-COLA YO COMPRAR,YO AYER COCA-COLA YA COMPRAR,YO AYER COCA-COLA YA COMPRAR
570,"Mi tío vive en la frontera, en Tijuana.",FRONTERA TIJUANA MÍ TÍO VIVIR,MI TÍO TIJUANA VIVIR,MI TÍO TIJUANA VIVIR
800,"Eso es feo, parece vulgar.",ESO FEO PARECE VULGAR,ESO FEO PARECER VULGAR,ESO FEO PARECER VULGAR
783,La policia judicial nos protege.,POLICÍA AGENTE NOSOTROS PROTEGER MÍ,POLICÍA JUDICIAL NOSOTROS PROTEGER,POLICÍA JUDICIAL NOSOTROS PROTEGER
281,"Eso es muy bonito, sí me gusta.",ESO BONITO SÍ YO GUSTAR,ESO BONITO VERDAD SÍ MÍ GUSTAR,"ESO BONITO VERDAD, SÍ MÍ GUSTAR."
379,Algunas personas son analfabetas.,ALGUNAS PERSONAS ANALFABETO,PERSONA PERSONA ANALFABETO,PERSONA PERSONA ANALFABETO
703,Ghana está en África.,ÁFRICA ADENTRO GHANA,GHANA ÁFRICA ESTAR,GHANA ÁFRICA ESTAR
136,La tienda más cercana está a dos cuadras.,TIENDA CERCA DOS CUADRAS,TIENDA CERCANO MUCHO DOS CUADRA DISTANCIA,TIENDA CERCANO MUCHO DOS CUADRA DISTANCIA
358,Adán es el primer hombre creado por Dios en el mundo.,ADÁN PRIMER HOMBRE MUNDO DIOS HACER,DM-ADÁN PRIMER HOMBRE DIOS CREAR MUNDO,dm-ADÁN PRIMER HOMBRE DIOS CREAR MUNDO
918,Mi viaje a Francia me emocionó.,YO VIAJE FRANCIA YO EMOCIONAR YA,MI VIAJE FRANCIA EMOCIONAR MÍ YA,MI VIAJE FRANCIA EMOCIONAR MÍ YA
138,La Biblioteca de México es muy grande.,MÉXICO BIBLIOTECA GRANDE,BIBLIOTECA MÉXICO GRANDE VERDAD,BIBLIOTECA MÉXICO GRANDE VERDAD
365,Le regalé un juguete a mi ahijado.,JUGUETE MI AHIJADO YO REGALAR ÉL YA,YO MI AHIJADO JUGUETE REGALAR ÉL,YO MI AHIJADO JUGUETE REGALAR ÉL
822,El calendario de la SEP termina en agosto.,SU #SEP CALENDARIO AGOSTO TERMINAR,CALENDARIO SEP AGOSTO TERMINAR,CALENDARIO #SEP AGOSTO TERMINAR
624,El senador explica por qué la gasolina está cara.,SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,SENADOR GASOLINA CARA PORQUÉ ÉL EXPLICAR,SENADOR GASOLINA CARA PORQUÉ ÉL EXPLICAR
326,Aimé saltó en paracaídas.,dm-AIMÉ SALTAR PARACAIDAS,DM-AIMÉ PARACAÍDAS SALTAR YA,dm-AIMÉ PARACAÍDAS SALTAR YA
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,APRENDER LETRA ABECEDARIO FÁCIL,APRENDER LETRA ABECEDARIO FÁCIL
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,NUESTRO CITA TAXQUEÑA,NUESTRO CITA TAXQUEÑA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,YO POLVO MUCHO ESTORNUDAR MUCHO,YO POLVO MUCHO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAZ PAPEL HECHO,DISFRAZ PAPEL HECHO
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO SU AGENDA REVISAR DIARIO,MI HERMANO SU AGENDA REVISAR DIARIO
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,MI FAMILIA YO AMBOS CELAYA YA IR,MI FAMILIA YO AMBOS CELAYA YA IR
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,MÍ NO-GUSTAR AMETRALLADORA AMETRALLADORA,MÍ NO-GUSTAR AMETRALLADORA AMETRALLADORA
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,TÚ MANDAR MÍ MENSAJE WHATSAPP NOCHE,TÚ MANDAR MÍ MENSAJE #WHATSAPP NOCHE
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,MÍ SÍ GUSTAR JUGAR BOLICHE,MÍ SÍ GUSTAR JUGAR BOLICHE
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL CIUDAD-JUÁREZ NACER YA,dm-JUAN-GABRIEL CIUDAD-JUÁREZ NACER YA
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO AZOTEA CASA LIMPIAR YA,YO AZOTEA CASA LIMPIAR YA
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO IR GALERÍA,AYER YO IR GALERÍA
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,MI FAMILIA SIEMPRE DONAR TELETÓN,MI FAMILIA SIEMPRE DONAR #TELETÓN
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,YO NECESITAR PAPEL PARA AGUA ABSORBER,YO NECESITAR PAPEL PARA AGUA ABSORBER
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,MI VECINO DIARIO ALCOHÓLICOS ANÓNIMOS IR,MI VECINO DIARIO ALCOHÓLICOS ANÓNIMOS IR
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO NOVIO+MUJER SUYA TERMINAR-COMO-AMIGOS YA,MI HERMANO NOVIO+MUJER SUYA TERMINAR-COMO-AMIGOS YA
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,YO COMPRAR CELULAR ESTE AYER PERO CELULAR CORRIENTE VERDAD,YO COMPRAR CELULAR ESTE AYER PERO CELULAR CORRIENTE VERDAD
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,MÍ GUSTAR FRESA CREMA,MÍ GUSTAR FRESA CREMA
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO-PASADO YO GUANAJUATO VIAJAR YA,AÑO-PASADO YO GUANAJUATO VIAJAR YA
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD YA INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MANIFESTACIÓN POLICÍA POLICÍA MUCHO HABER,MANIFESTACIÓN POLICÍA POLICÍA MUCHO HABER
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR COMIDA CADUCADA NO-HAY,REFRIGERADOR COMIDA CADUCADA NO-HAY
3,¿Y eso?,¿Y-ESO?,¿Y ESO?,¿Y ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLE CALLE,GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLE CALLE
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,YO PENSAR ODONTOLOGÍA ESTUDIAR,YO PENSAR ODONTOLOGÍA ESTUDIAR
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA TENER SU LUNAR BONITO,ELLA TENER SU LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO YA GANAR CAMPEONATO,YO YA GANAR CAMPEONATO
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO+MUJER ARGENTINA NACER,MI NOVIO+MUJER ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿CÓMO TÚ HACER SEÑA APÓSTOL?,¿CÓMO TÚ HACER SEÑA APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YO YA TENER TRABAJO YO CONTENTO,"YO YA TENER TRABAJO, YO CONTENTO."
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO SEXTO-PRIMARIA REPROBAR YA,MI HIJO SEXTO-Primaria REPROBAR YA
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,AL-PARECER TARDE LLUVIA FUTURO,AL-PARECER TARDE LLUVIA FUTURO
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL YA ARRESTAR QUÉ FEO,"ÉL YA ARRESTAR, QUÉ FEO."
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIONES YO IR VIAJE DM-CIUDAD-OBREGÓN,PRÓXIMO VACACIONES YO IR VIAJE dm-CIUDAD-OBREGÓN
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHE METRO CAOS,ANOCHE METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO ALBERCA NADAR,YO ALBERCA NADAR
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA,MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,YO MI AMIGO FIESTA IR CONVENCER ÉL,YO MI AMIGO FIESTA IR CONVENCER ÉL
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,YO PINTAR MI PUERTA COLOR AZUL YA,YO PINTAR MI PUERTA COLOR AZUL YA
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,DM-AUSTRIA PAÍS HERMOSO,dm-AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO YO AUTO MANEJAR GASOLINA PONER DEBER,"DIARIO YO AUTO MANEJAR, GASOLINA PONER DEBER"
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,¡CAFÉ CALIENTE VERDAD!,¡CAFÉ CALIENTE VERDAD!
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,AÑO-PASADO DICIEMBRE MI JEFE BOGOTÁ YA VIAJAR,AÑO-PASADO DICIEMBRE MI JEFE BOGOTÁ YA VIAJAR
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,YO MI HIJO ABANDONAR YA,YO MI HIJO ABANDONAR YA
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL DESEAR CONQUISTAR MUJER PERO MIEDO TENER ABANDONAR MÍ,ÉL DESEAR CONQUISTAR MUJER PERO MIEDO TENER ABANDONAR MÍ
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,NOS-VEMOS METRO CHABACANO 10 MAÑANA,NOS-VEMOS METRO CHABACANO 10 MAÑANA
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
