id,spa,mslg_real,mslg_pred,raw_response
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,NUESTRO CITA TAXQUEÑA,NUESTRO CITA TAXQUEÑA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,POLVO MUCHO YO ESTORNUDAR MUCHO,POLVO MUCHO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAZ HECHO PAPEL,DISFRAZ HECHO PAPEL
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO REVISAR AGENDA DIARIO,MI HERMANO REVISAR AGENDA DIARIO
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,MI FAMILIA Y YO YA IR CELAYA,MI FAMILIA Y YO YA IR CELAYA
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,A MÍ NO-GUSTAR AMETRALLADORA,A MÍ NO-GUSTAR AMETRALLADORA
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,TÚ MANDAR MÍ MENSAJE WHATSAPP NOCHE,TÚ MANDAR MÍ MENSAJE WHATSAPP NOCHE
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,A MÍ SÍ ME GUSTAR JUGAR BOLICHE,A MÍ SÍ ME GUSTAR JUGAR BOLICHE
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL CIUDAD-JUÁREZ NACER,dm-JUAN-GABRIEL CIUDAD-JUÁREZ NACER
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO YA LIMPIAR AZOTEA CASA,YO YA LIMPIAR AZOTEA CASA
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO LLEGAR GALERÍA,AYER YO LLEGAR GALERÍA
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,MI FAMILIA SIEMPRE DONAR TELETÓN,MI FAMILIA SIEMPRE DONAR TELETÓN
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,YO NECESITAR PAPEL ABSORBER AGUA,YO NECESITAR PAPEL ABSORBER AGUA
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,MI VECINO DIARIO IR ALCOHÓLICOS ANÓNIMOS,MI VECINO DIARIO IR ALCOHÓLICOS ANÓNIMOS
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO TERMINAR SU NOVIA,MI HERMANO TERMINAR SU NOVIA
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER YO COMPRAR CELULAR ESTE PERO CELULAR CORRIENTE VERDAD,AYER YO COMPRAR CELULAR ESTE PERO CELULAR CORRIENTE VERDAD
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,FRESA CREMA MÍ GUSTAR,FRESA CREMA MÍ GUSTAR
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO PASADO YO YA VIAJAR GUANAJUATO,AÑO PASADO YO YA VIAJAR GUANAJUATO
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD YA INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,HAY POLICÍA MUCHO MANIFESTACIÓN,HAY POLICÍA MUCHO MANIFESTACIÓN
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR NO-HAY COMIDA CADUCADA,REFRIGERADOR NO-HAY COMIDA CADUCADA
3,¿Y eso?,¿Y-ESO?,¿ESO QUÉ?,¿ESO QUÉ?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR COLOCAR PUBLICIDAD MUCHO CALLE,GOBERNADOR COLOCAR PUBLICIDAD MUCHO CALLE
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,YO PENSAR ESTUDIAR ODONTOLOGÍA,YO PENSAR ESTUDIAR ODONTOLOGÍA
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA TENER LUNAR BONITO,ELLA TENER LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO YA GANAR CAMPEONATO,YO YA GANAR CAMPEONATO
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO ARGENTINA NACER,MI NOVIO ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿CÓMO TÚ HACER SEÑA APÓSTOL?,¿CÓMO TÚ HACER SEÑA APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YA TENER TRABAJO CONTENTO,"YA TENER TRABAJO, CONTENTO"
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO REPROBACIÓN SEXTO PRIMARIA,MI HIJO REPROBACIÓN SEXTO PRIMARIA
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,TARDE PARECER IR LLOVER,TARDE PARECER IR LLOVER
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL YA ARRESTAR QUÉ FEO,"ÉL YA ARRESTAR, QUÉ FEO."
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIÓN YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIÓN YO VIAJAR CIUDAD-OBREGÓN
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHE METRO CAOS,ANOCHE METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA SABRITAS BUSCAR PERSONAL TRABAJAR,FÁBRICA SABRITAS BUSCAR PERSONAL TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO ALUMNO REUNIR APARTE,MAESTRO ALUMNO REUNIR APARTE
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,YO PINTAR PUERTA COLOR AZUL,YO PINTAR PUERTA COLOR AZUL
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO YO MANEJAR AUTO MI DEBER YO PONER GASOLINA,"DIARIO YO MANEJAR AUTO MI, DEBER YO PONER GASOLINA."
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,¡CAFÉ CALIENTE VERDAD!,¡CAFÉ CALIENTE VERDAD!
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE PASADO MI JEFE YA VIAJAR BOGOTÁ,DICIEMBRE PASADO MI JEFE YA VIAJAR BOGOTÁ
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,YO ABANDONAR MI HIJO,YO ABANDONAR MI HIJO
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL DESEAR CONQUISTAR MUJER PERO TENER MIEDO ABANDONAR ÉL,ÉL DESEAR CONQUISTAR MUJER PERO TENER MIEDO ABANDONAR ÉL
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,NOSOTROS VERSE METRO CHABACANO 10 MAÑANA,NOSOTROS VERSE METRO CHABACANO 10 MAÑANA
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
