id,spa,mslg_real,mslg_pred,raw_response
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,FÁCIL APRENDER LETRA ABECEDARIO,FÁCIL APRENDER LETRA ABECEDARIO
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,NUESTRO CITA TAXQUEÑA,NUESTRO CITA TAXQUEÑA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,POLVO MUCHO YO ESTORNUDAR MUCHO,POLVO MUCHO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAZ PAPEL HACER,DISFRAZ PAPEL HACER
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO AGENDA REVISAR DIARIO,MI HERMANO AGENDA REVISAR DIARIO
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,AYER MI FAMILIA NOSOTROS CELAYA IR,AYER MI FAMILIA NOSOTROS CELAYA IR
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,NO-GUSTAR YO AMETRALLADORA,NO-GUSTAR YO AMETRALLADORA
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,NOCHE TÚ YO MENSAJE WHATSAPP MANDAR,NOCHE TÚ YO MENSAJE WHATSAPP MANDAR
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,YO BOLICHE JUGAR GUSTAR VERDAD,YO BOLICHE JUGAR GUSTAR VERDAD
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL CIUDAD-JUÁREZ NACER,dm-JUAN-GABRIEL CIUDAD-JUÁREZ NACER
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,AYER YO CASA AZOTEA LIMPIAR,AYER YO CASA AZOTEA LIMPIAR
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO GALERÍA IR,AYER YO GALERÍA IR
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,SIEMPRE MI FAMILIA TELETÓN DONAR,SIEMPRE MI FAMILIA TELETÓN DONAR
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,YO PAPEL NECESITAR AGUA ABSORBER,YO PAPEL NECESITAR AGUA ABSORBER
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,MI VECINO DIARIO ALCOHÓLICOS-ANÓNIMOS IR,MI VECINO DIARIO ALCOHÓLICOS-ANÓNIMOS IR
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO NOVIA TERMINAR,MI HERMANO NOVIA TERMINAR
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER YO CELULAR ESTE COMPRAR PERO CORRIENTE MUCHO,AYER YO CELULAR ESTE COMPRAR PERO CORRIENTE MUCHO.
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,YO FRESA CREMA GUSTAR,YO FRESA CREMA GUSTAR
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AYER GUANAJUATO VIAJAR,AYER GUANAJUATO VIAJAR
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MANIFESTACIÓN POLICÍA MUCHO HAY,MANIFESTACIÓN POLICÍA MUCHO HAY
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR COMIDA CADUCADA NO-HAY,REFRIGERADOR COMIDA CADUCADA NO-HAY
3,¿Y eso?,¿Y-ESO?,¿Y ESO?,¿Y ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA PAÍS GRANDE SÉPTIMO MUNDO,INDIA PAÍS GRANDE SÉPTIMO MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR PUBLICIDAD MUCHO CALLE COLOCAR,GOBERNADOR PUBLICIDAD MUCHO CALLE COLOCAR
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,YO ODONTOLOGÍA ESTUDIAR PENSAR,YO ODONTOLOGÍA ESTUDIAR PENSAR
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA LUNAR BONITO TENER,ELLA LUNAR BONITO TENER
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO CAMPEONATO GANAR,YO CAMPEONATO GANAR
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO ARGENTINA NACER,MI NOVIO ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿CÓMO APÓSTOLES SEÑA HACER?,¿CÓMO APÓSTOLES SEÑA HACER?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YA TRABAJO TENER CONTENTO,YA TRABAJO TENER CONTENTO
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO SEXTO PRIMARIA REPROBAR,MI HIJO SEXTO PRIMARIA REPROBAR
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,TARDE LLOVER IR PARECER,TARDE LLOVER IR PARECER
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL ARRESTAR QUÉ FEO,"ÉL ARRESTAR, QUÉ FEO."
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO MUCHO,MI SOBRINO ALTO MUCHO
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,MAÑANA VACACIONES YO CIUDAD-OBREGÓN VIAJAR,MAÑANA VACACIONES YO CIUDAD-OBREGÓN VIAJAR
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS AMÉN DECIR,IGLESIA NOSOTROS AMÉN DECIR
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,AYER-NOCHE METRO CAOS,AYER-NOCHE METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO ALBERCA NADAR,YO ALBERCA NADAR
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO ALUMNO REUNIR APARTE,MAESTRO ALUMNO REUNIR APARTE
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,MI AMIGO FIESTA IR CONVENCER,MI AMIGO FIESTA IR CONVENCER
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,AYER YO PUERTA MI AZUL PINTAR,AYER YO PUERTA MI AZUL PINTAR
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO MI AUTO MANEJAR GASOLINA PONER DEBER,"DIARIO MI AUTO MANEJAR, GASOLINA PONER DEBER"
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE MUCHO,CAFÉ CALIENTE MUCHO
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,AYER DICIEMBRE MI JEFE BOGOTÁ VIAJAR,AYER DICIEMBRE MI JEFE BOGOTÁ VIAJAR
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,YO MI HIJO ABANDONAR,YO MI HIJO ABANDONAR
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL MUJER CONQUISTAR QUERER PERO MIEDO TENER ABANDONAR,ÉL MUJER CONQUISTAR QUERER PERO MIEDO TENER ABANDONAR.
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO MUCHO,TEPITO LUGAR CONOCIDO MUCHO
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,MAÑANA DIEZ NOSOTROS METRO CHABACANO VER,MAÑANA DIEZ NOSOTROS METRO CHABACANO VER
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
