id,spa,mslg_real,mslg_pred,raw_response
383,Mis amigos argentinos estudiaron antropología.,MI AMIGO ARGENTINA ANTROPOLOGÍA ELLOS ESTUDIAR YA,MI AMIGO ARGENTINO SU ESTUDIAR ANTROPOLOGÍA,MI AMIGO ARGENTINO SU ESTUDIAR ANTROPOLOGÍA
404,Tu sobrino está atrás de mi esposo.,TUYO SOBRINO ATRÁS MI ESPOSO,TU HERMANO+MUJER O HOMBRE ATRÁS MI ESPOSO,TU HERMANO+MUJER O HOMBRE ATRÁS MI ESPOSO
863,Compraré la cena de Navidad en la Comercial Mexicana.,COMERCIAL MEXICANA YO COMPRAR CENA NAVIDAD,CENAR-DE-NAVIDAD COMPRAR EN TIENDA-COMERCIAL-MEXICANA,"""CENAR-DE-NAVIDAD COMPRAR EN TIENDA-COMERCIAL-MEXICANA"""
199,"Me pasé un semáforo, ahora tengo que pagar una multa.",SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,YO PASAR SEMÁFORO AHORA TENER QUE PAGAR MULTA,YO PASAR SEMÁFORO AHORA TENER QUE PAGAR MULTA
628,Alicia viajó a Sudáfrica.,dm-ALICIA YA VIAJAR SUDÁFRICA,DM-ALICIA VIAJAR SUDAFRICA,DM-ALICIA VIAJAR SUDAFRICA
878,En Cuba hace mucho calor,CUBA CALOR,CUBA CLIMA CALOR MUCHO,CUBA CLIMA CALOR MUCHO
298,El niño ve un mono en el zoológico.,ENTRAR ANIMAL NIÑO VER MONO,NIÑO VER SU MONO ZOOLOGICO,NIÑO VER SU MONO ZOOLOGICO
208,No hay dulces en el frasco.,FRASCO DULCES NO-HAY,NO HAY DULCE FRASCO,"MSLG: ""NO HAY DULCE FRASCO"""
470,Fui a comprar jabón a la tienda.,YO IR TIENDA COMPRAR JABÓN YA,YO IR COMPRAR JABÓN TIENDA,YO IR COMPRAR JABÓN TIENDA
859,Yo compré una Coca Cola ayer.,AYER COCA-COLA YO COMPRAR,AYER YO COMPRAR COCA-COLA,AYER YO COMPRAR COCA-COLA
570,"Mi tío vive en la frontera, en Tijuana.",FRONTERA TIJUANA MÍ TÍO VIVIR,MI TIO VIVIR TIJUANA,MI TIO VIVIR TIJUANA
800,"Eso es feo, parece vulgar.",ESO FEO PARECE VULGAR,ESO FEU PARECER VULGAR,ESO FEU PARECER VULGAR
783,La policia judicial nos protege.,POLICÍA AGENTE NOSOTROS PROTEGER MÍ,POLICIA-JUDICIAL NOS PROTEGER,POLICIA-JUDICIAL NOS PROTEGER
281,"Eso es muy bonito, sí me gusta.",ESO BONITO SÍ YO GUSTAR,ESO BONITO VERDAD TÚ GUSTAR,ESO BONITO VERDAD TÚ GUSTAR
379,Algunas personas son analfabetas.,ALGUNAS PERSONAS ANALFABETO,ALGUNAS PERSONAS ANALFABETA,ALGUNAS PERSONAS ANALFABETA
703,Ghana está en África.,ÁFRICA ADENTRO GHANA,GHANA ÁFRICA ESTAR,GHANA ÁFRICA ESTAR
136,La tienda más cercana está a dos cuadras.,TIENDA CERCA DOS CUADRAS,TIENDA CERCANA VERDAD DOS CUADRAS DISTANCIA ESTAR,TIENDA CERCANA VERDAD DOS CUADRAS DISTANCIA ESTAR
358,Adán es el primer hombre creado por Dios en el mundo.,ADÁN PRIMER HOMBRE MUNDO DIOS HACER,ADÁN PRIMER HOMBRE CREAR DIOS MUNDO,ADÁN PRIMER HOMBRE CREAR DIOS MUNDO
918,Mi viaje a Francia me emocionó.,YO VIAJE FRANCIA YO EMOCIONAR YA,MI VIAJE FRANCIA TÚ EMOCIONAR,MI VIAJE FRANCIA TÚ EMOCIONAR
138,La Biblioteca de México es muy grande.,MÉXICO BIBLIOTECA GRANDE,BIBLIOTECA MÉXICO GRANDE VERDAD,"""BIBLIOTECA MÉXICO GRANDE VERDAD"""
365,Le regalé un juguete a mi ahijado.,JUGUETE MI AHIJADO YO REGALAR ÉL YA,TU AHIJADO TU REGALAR JUGUETE,TU AHIJADO TU REGALAR JUGUETE
822,El calendario de la SEP termina en agosto.,SU #SEP CALENDARIO AGOSTO TERMINAR,SEP CALENDARIO AGOSTO TERMINAR,SEP CALENDARIO AGOSTO TERMINAR
624,El senador explica por qué la gasolina está cara.,SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,SENADOR EXPLICAR PORQUE GASOLINA CARA VERDAD,SENADOR EXPLICAR PORQUE GASOLINA CARA VERDAD
326,Aimé saltó en paracaídas.,dm-AIMÉ SALTAR PARACAIDAS,AIMÉ YA SALTAR PARACAÍDA,AIMÉ YA SALTAR PARACAÍDA
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,EASY APRENDER LETRA ABC VERDAD,EASY APRENDER LETRA ABC VERDAD
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,NOSOTROS CITA TAXQUEÑA,NOSOTROS CITA TAXQUEÑA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,POLVO MUCHO YO ESTORNUDAR MUCHO,POLVO MUCHO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAS HECHO PAPEL,DISFRAS HECHO PAPEL
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO SU AGENDA DIARIO REVISAR,MI HERMANO SU AGENDA DIARIO REVISAR
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,MI FAMILIA YO IR CELAYA,MI FAMILIA YO IR CELAYA
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,MÍ NO GUSTAR AMETRALLADORA,"""MÍ NO GUSTAR AMETRALLADORA"""
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,TÚ ENVIAR MENSAJE WHATSAPP NOCHE,TÚ ENVIAR MENSAJE WHATSAPP NOCHE
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,MÍ SÍ YO GUSTAR JUGAR BOLICHE,"""MÍ SÍ YO GUSTAR JUGAR BOLICHE"""
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL NACER CIUDAD JUARES,DM-JUAN-GABRIEL NACER CIUDAD JUARES
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO YA LIMPIAR AZOTEÁ+CASA,YO YA LIMPIAR AZOTEÁ+CASA
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO GALERÍA A IR,AYER YO GALERÍA A IR
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,MI FAMILIA SIEMPRE DONAR TELETON,MI FAMILIA SIEMPRE DONAR TELETON
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,NECESITO PAPEL AGUA ABSORBER,NECESITO PAPEL AGUA ABSORBER
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,MI VECINO DIARIO ALCOHOLICOS-ANONIMOS IR,MI VECINO DIARIO ALCOHOLICOS-ANONIMOS IR
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO SU NOVIO+MUJER TERMINAR RELACIÓN,MI HERMANO SU NOVIO+MUJER TERMINAR RELACIÓN
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER ESTE CELULAR YO COMPRAR PERO CORRIENTE VERDAD,AYER ESTE CELULAR YO COMPRAR PERO CORRIENTE VERDAD
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,ME GUSTAR FRESA CREMA,ME GUSTAR FRESA CREMA
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AYER PASADO YO VIAJAR GUANAJUATO,AYER PASADO YO VIAJAR GUANAJUATO
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MUCHO POLICÍA MANIFESTACIÓN,MUCHO POLICÍA MANIFESTACIÓN
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIHORERADOR HAY COMIDA CADUCADA,REFRIHORERADOR HAY COMIDA CADUCADA
3,¿Y eso?,¿Y-ESO?,¿ESO?,¿ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO VERDAD,INDIA SÉPTIMO PAÍS GRANDE MUNDO VERDAD
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR PONER PUBLICIDAD MUCHO CALLE,GOBERNADOR PONER PUBLICIDAD MUCHO CALLE
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,PIENSO ESTUDIAR ODONTOLOGÍA,PIENSO ESTUDIAR ODONTOLOGÍA
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA TENER SU LUNAR BONITO VERDAD,ELLA TENER SU LUNAR BONITO VERDAD
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO GANAR CAMPEONATO,YO GANAR CAMPEONATO
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVO EN ARGENTINA NACER,MI NOVO EN ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿TÚ HACER SEÑA APÓSTOL?,¿TÚ HACER SEÑA APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YO YA TENER TRABAJO CONTENTO,"""YO YA TENER TRABAJO CONTENTO"""
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO SEXTO PRIMARIA REPROBAR,MI HIJO SEXTO PRIMARIA REPROBAR
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,PARECE TÚ IR LLUVIA TARDE,PARECE TÚ IR LLUVIA TARDE
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL ARRESTAR QUÉ FEEO,ÉL ARRESTAR QUÉ FEEO
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIÓN YO IR VIAJE CIUDAD-OBREGÓN,PRÓXIMO VACACIÓN YO IR VIAJE CIUDAD-OBREGÓN
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMEN,IGLESIA NOSOTROS DECIR AMEN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHÉ METRO SER CAOS,ANOCHÉ METRO SER CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,SABRITAS FÁBRICA BUSCAR PERSONAL TRABAJAR,SABRITAS FÁBRICA BUSCAR PERSONAL TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO SU ALUMNO APARTES CON ELLOS REUNIR,MAESTRO SU ALUMNO APARTES CON ELLOS REUNIR
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,MI AMIGO TÚ CONVENCER IR FIESTA,MI AMIGO TÚ CONVENCER IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,MI PUERTA COLOR AZUL PINTAR,MI PUERTA COLOR AZUL PINTAR
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO VERDAD,"""AUSTRIA PAÍS HERMOSO VERDAD"""
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO MANEJO MI AUTO DEBO PONERLE GASOLINA,DIARIO MANEJO MI AUTO DEBO PONERLE GASOLINA
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE VERDAD,CAFÉ CALIENTE VERDAD
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE AÑO PASADO MI JEFE VIAJAR BOGOTÁ,DICIEMBRE AÑO PASADO MI JEFE VIAJAR BOGOTÁ
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,YO ABANDONAR MI HIJO,YO ABANDONAR MI HIJO
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL DESEAR CONQUISTAR MUJER PERO TENER MIEDO ABANDONAR+MUJER,ÉL DESEAR CONQUISTAR MUJER PERO TENER MIEDO ABANDONAR+MUJER
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,NOSOTROS VERNOS METRO CHABACANO MAÑANA 10-HORA,NOSOTROS VERNOS METRO CHABACANO MAÑANA 10-HORA
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
