id,spa,mslg_real,mslg_pred,raw_response
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MANIFESTACIÓN POLICÍA MUCHO,MANIFESTACIÓN POLICÍA MUCHO
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIHORADOR COMIDA CADUCADA HAY,REFRIHORADOR COMIDA CADUCADA HAY
3,¿Y eso?,¿Y-ESO?,¿ESO?,¿ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO VERDAD,INDIA SÉPTIMO PAÍS GRANDE MUNDO VERDAD
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR MUCHO PUBLICIDAD CALLE IR COLLOCAR,GOBERNADOR MUCHO PUBLICIDAD CALLE IR COLLOCAR
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,YO PIENSA ESTUDIAR ODONTOLOGIA,YO PIENSA ESTUDIAR ODONTOLOGIA
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA SU LUNAR BONITO,ELLA SU LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO GANAR CAMPEONATO,YO GANAR CAMPEONATO
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO ARGENTINA NACER,MI NOVIO ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿TÚ HACER SEÑA APÓSTOL?,¿TÚ HACER SEÑA APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YA TRABAJO TENER YO CONTENTO,YA TRABAJO TENER YO CONTENTO
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO SEXTO-GRADO PRIMARIA NO-PASAR,MI HIJO SEXTO-GRADO PRIMARIA NO-PASAR
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,PARECE TARDE LLOVAR,PARECE TARDE LLOVAR
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL ARRESTAR VERDAD FEEO,ÉL ARRESTAR VERDAD FEEO
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,VACACIONES SIGUIENTE YO VIAJE CIUDAD-OBREGÓN IR,VACACIONES SIGUIENTE YO VIAJE CIUDAD-OBREGÓN IR
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS AMÉN DECIR,IGLESIA NOSOTROS AMÉN DECIR
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHERO METRO CAOS,ANOCHERO METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,SABRITAS FÁBRICA BUSCAR PERSONAL TRABAJAR,SABRITAS FÁBRICA BUSCAR PERSONAL TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,SU ALUMNO SE REUNIR MAESTRO APARTES VERDAD,SU ALUMNO SE REUNIR MAESTRO APARTES VERDAD
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,CONVENCER MI AMIGO FIESTA IR,CONVENCER MI AMIGO FIESTA IR
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,MI PUERTA COLOR AZUL PINTAR,MI PUERTA COLOR AZUL PINTAR
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAIS HERMOSO,"""AUSTRIA PAIS HERMOSO"""
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO MANEJO MI AUTO GASOLINA TÚ DEBER PONER MÍ,DIARIO MANEJO MI AUTO GASOLINA TÚ DEBER PONER MÍ
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE VERDAD,CAFÉ CALIENTE VERDAD
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE AÑO PASADO MI JEFE BOGOTÁ VIAJAR,DICIEMBRE AÑO PASADO MI JEFE BOGOTÁ VIAJAR
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,YO ABANDONAR MI HIJO,YO ABANDONAR MI HIJO
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL DESEAR CONQUISTAR MUJER PERO TIEMPO TENER MIEDO ABANDONAR VERDAD,EL ÉL DESEAR CONQUISTAR MUJER PERO EL TIEMPO TENER MIEDO ABANDONAR VERDAD
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,METRO CHABACANO MAÑANA 10 NOSOTROS VERSE,METRO CHABACANO MAÑANA 10 NOSOTROS VERSE
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
