id,spa,mslg_real,mslg_pred,raw_response
619,Voy a estudiar hasta secundaria y después quiero trabajar.,YO ESTUDIAR HASTA SECUNDARIA DESPUES TRABAJAR YO DESEAR,YO IR ESTUDIAR SECUNDARIA DESPUÉS YO QUERER TRABAJAR,YO IR ESTUDIAR SECUNDARIA DESPUÉS YO QUERER TRABAJAR
909,Mi hermano no me dio pastel ayer.,AYER MI HERMANO PASTEL ÉL DAR MÍ,AYER MI HERMANO TÚ PASTEL DAR NADA,AYER MI HERMANO TÚ PASTEL DAR NADA
270,"Tú tienes unos audífonos, ¿me los prestas?","AUDÍFONOS TÚ TENER, ¿PRESTAR? SÍ NO",TÚ AUDÍFONO PRESTARME ¿PRESTAR?,"""TÚ AUDÍFONO PRESTARME ¿PRESTAR?"""
383,Mis amigos argentinos estudiaron antropología.,MI AMIGO ARGENTINA ANTROPOLOGÍA ELLOS ESTUDIAR YA,MIS AMIGO ARGENTINA ESTUDIAR ANTROPOLOGÍA,MIS AMIGO ARGENTINA ESTUDIAR ANTROPOLOGÍA
404,Tu sobrino está atrás de mi esposo.,TUYO SOBRINO ATRÁS MI ESPOSO,TU SOBRINO ATRÁS MI ESPOSO,TU SOBRINO ATRÁS MI ESPOSO
863,Compraré la cena de Navidad en la Comercial Mexicana.,COMERCIAL MEXICANA YO COMPRAR CENA NAVIDAD,NAVIDAD CENA COMPRAR EN COMERCIAL-MEXICANA,NAVIDAD CENA COMPRAR EN COMERCIAL-MEXICANA
199,"Me pasé un semáforo, ahora tengo que pagar una multa.",SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,YO PASAR SEMÁFORO AHORA YO TENER QUE PAGAR MULTA,YO PASAR SEMÁFORO AHORA YO TENER QUE PAGAR MULTA
628,Alicia viajó a Sudáfrica.,dm-ALICIA YA VIAJAR SUDÁFRICA,ALEJIA SUDAFRICA VIAJAR,"""ALEJIA SUDAFRICA VIAJAR"""
878,En Cuba hace mucho calor,CUBA CALOR,CUBA CLIMA CALOR VERDAD,CUBA CLIMA CALOR VERDAD
298,El niño ve un mono en el zoológico.,ENTRAR ANIMAL NIÑO VER MONO,NIÑO VER MONO ZOOLOGICO,NIÑO VER MONO ZOOLOGICO
208,No hay dulces en el frasco.,FRASCO DULCES NO-HAY,FRASCO DULCES NO-HAY-NADIE,FRASCO DULCES NO-HAY-NADIE
470,Fui a comprar jabón a la tienda.,YO IR TIENDA COMPRAR JABÓN YA,JABÓN TIENDA YO IR COMPRAR,JABÓN TIENDA YO IR COMPRAR
859,Yo compré una Coca Cola ayer.,AYER COCA-COLA YO COMPRAR,AYER YO COCA-COLA COMPRAR,AYER YO COCA-COLA COMPRAR
570,"Mi tío vive en la frontera, en Tijuana.",FRONTERA TIJUANA MÍ TÍO VIVIR,MI TÍO FRONTERA TIJUANA VIVIR,MI TÍO FRONTERA TIJUANA VIVIR
800,"Eso es feo, parece vulgar.",ESO FEO PARECE VULGAR,ESE FEO PARECER VULGAR,"""ESE FEO PARECER VULGAR"""
783,La policia judicial nos protege.,POLICÍA AGENTE NOSOTROS PROTEGER MÍ,POLICÍA-JUDICIAL NOS PROTEGER,POLICÍA-JUDICIAL NOS PROTEGER
281,"Eso es muy bonito, sí me gusta.",ESO BONITO SÍ YO GUSTAR,ESO BONITO YO GUSTAR VERDAD,ESO BONITO YO GUSTAR VERDAD
379,Algunas personas son analfabetas.,ALGUNAS PERSONAS ANALFABETO,ALGUNAS PERSONAS SER ANAFLABETA,ALGUNAS PERSONAS SER ANAFLABETA
703,Ghana está en África.,ÁFRICA ADENTRO GHANA,GHANA SUYO ÁFRICA,GHANA Suyo ÁFRICA
136,La tienda más cercana está a dos cuadras.,TIENDA CERCA DOS CUADRAS,TIENDA CERCANA VERDAD DOS CUADRAS DISTANCIA,TIENDA CERCANA VERDAD DOS CUADRAS DISTANCIA
358,Adán es el primer hombre creado por Dios en el mundo.,ADÁN PRIMER HOMBRE MUNDO DIOS HACER,ADÁN PRIMERO HOMBRE CREADOR DIOS MUNDO,ADÁN PRIMERO HOMBRE CREADOR DIOS MUNDO
918,Mi viaje a Francia me emocionó.,YO VIAJE FRANCIA YO EMOCIONAR YA,MI VIAJE FRANCIA EMOCIONAR ME,MI VIAJE FRANCIA EMOCIONAR ME
138,La Biblioteca de México es muy grande.,MÉXICO BIBLIOTECA GRANDE,BIBLIOTECA MÉXICO GRANDE VERDAD,BIBLIOTECA MÉXICO GRANDE VERDAD
365,Le regalé un juguete a mi ahijado.,JUGUETE MI AHIJADO YO REGALAR ÉL YA,TU AHIJADO YO REGALAR JUGUETE,TU AHIJADO YO REGALAR JUGUETE
822,El calendario de la SEP termina en agosto.,SU #SEP CALENDARIO AGOSTO TERMINAR,SEP-CALENDARIO AGOSTO TERMINAR,SEP-CALENDARIO AGOSTO TERMINAR
624,El senador explica por qué la gasolina está cara.,SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,SENADOR EXPLICAR GASOLINA CARA VERDAD,SENADOR EXPLICAR GASOLINA CARA VERDAD
326,Aimé saltó en paracaídas.,dm-AIMÉ SALTAR PARACAIDAS,AIMÉ SALTO PARACAÍDA,AIMÉ SALTO PARACAÍDA
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,LETRAS ABCESARIO APRENDER FÁCIL,LETRAS ABCESARIO APRENDER FÁCIL
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,NOSOTROS CITA TAXQUEÑA,"""NOSOTROS CITA TAXQUEÑA"""
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,MUCHO POLVO YO ESTORNUDAR MUCHO,MUCHO POLVO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAS PAPIR HACER,DISFRAS PAPIR HACER
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO REVISAR ANOTAR-AGENDA DIARIO,MI HERMANO REVISAR ANOTAR-AGENDA DIARIO
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,MI FAMILIA YO CELAYA IR-Y-VENIR,MI FAMILIA YO CELAYA IR-Y-VENIR
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,TU ME-ENVIAR MENSAJE-WHATSAPP NOCHE,TU ME-ENVIAR MENSAJE-WHATSAPP NOCHE
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,YO JUGAR BOLICHE GUSTAR,YO JUGAR BOLICHE GUSTAR
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL ÉL NACER CIUDAD-JUÁREZ,DM-JUAN-GABRIEL ÉL NACER CIUDAD-JUÁREZ
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO CASA AZOTEA LIMPIAR,YO CASA AZOTEA LIMPIAR
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO IR GALERÍA,AYER YO IR GALERÍA
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,SIEMPRE MI FAMILIA DONAR TELETON,SIEMPRE MI FAMILIA DONAR TELETON
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,PAPEL YO NECESITAR AGUA ABSORBER PARA,PAPEL YO NECESITAR AGUA ABSORBER PARA
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,MI VECINO DIARIO ALCOHÓLICOS-ANÓNIMOS IR,MI VECINO DIARIO ALCOHÓLICOS-ANÓNIMOS IR
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO YA ELLA SU NOVIO+MUJER TERMINAR,MI HERMANO YA ELLA SU NOVIO+MUJER TERMINAR
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER ESTE CELULAR YO COMPRAR PERO CORRIENTE VERDAD,AYER ESTE CELULAR YO COMPRAR PERO CORRIENTE VERDAD
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,YO GUSTAR FRESA CON CREMA,YO GUSTAR FRESA CON CREMA
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO-PASADO YO VIAJAR GUANAJUATO
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,UNIVERSIDAD MI PRIMO INGRESAR,UNIVERSIDAD MI PRIMO INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MUCHO POLICÍA MANIFESTACIÓN ESTAR,MUCHO POLICÍA MANIFESTACIÓN ESTAR
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR HAY COMIDA CADUCADA,REFRIGERADOR HAY COMIDA CADUCADA
3,¿Y eso?,¿Y-ESO?,¿ESO?,¿ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR PUBLICIDAD COLOCAR CALLE MUCHO,GOBERNADOR PUBLICIDAD COLOCAR CALLE MUCHO
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,YO PIENSO ESTUDIAR DOCTOR-DIENTES,YO PIENSO ESTUDIAR DOCTOR-DIENTES
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA LUNAR BONITO,ELLA LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO CAMPEONATO GANAR,YO CAMPEONATO GANAR
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO ARGENTINA NACER,MI NOVIO ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿COMO YO APÓSTOL SEÑA HACER?,¿COMO YO APÓSTOL SEÑA HACER?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YO TRABAJO YA TENER YO CONTENTO,YO TRABAJO YA TENER YO CONTENTO
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO SEXTO PRIMARIA REPROBAR,MI HIJO SEXTO PRIMARIA REPROBAR
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,AL-PARECER TARDE LLUVIA,AL-PARECER TARDE LLUVIA
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL ARRESTAR ESO ¡FEO!,"""ÉL ARRESTAR ESO ¡FEO!"""
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIONES YO IR VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIONES YO IR VIAJAR CIUDAD-OBREGÓN
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA YO DECIR AMÉN,IGLESIA YO DECIR AMÉN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHE METRO CAOS,ANOCHE METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA SABRITAS BUSCAR PERSONAL TRABAJO,FÁBRICA SABRITAS BUSCAR PERSONAL TRABAJO
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO ALMUENGA SUS ALUMNOS SEPARADO,MAESTRO ALMUENGA SUS ALUMNOS SEPARADO
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,MI AMIGO CONVICIÓN ELLA IR FIESTA,MI AMIGO CONVICIÓN ELLA IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,MI PUERTA PINTAR COLOR AZUL,MI PUERTA PINTAR COLOR AZUL
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO YO MANEJAR MI AUTOMÓVIL GASOLINA TÚ DEBER PONER,DIARIO YO MANEJAR MI AUTOMÓVIL GASOLINA TÚ DEBER PONER
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE VERDAD,CAFÉ CALIENTE VERDAD
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE ANTES MI JEFE BOGOTÁ VIAJAR,DICIEMBRE ANTES MI JEFE BOGOTÁ VIAJAR
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,MI HIJO YO ABANDONAR,MI HIJO YO ABANDONAR
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL DESEAR MUJER CONQUISTAR PERO TENER MIEDO ABANDONAR-LOS-TEMOR,ÉL DESEAR MUJER CONQUISTAR PERO TENER MIEDO ABANDONAR-LOS-TEMOR
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,DOS-DE-NOSOTROS VERNOS METRO CHABACANO MAÑANA 10-HORA,DOS-DE-NOSOTROS VERNOS METRO CHABACANO MAÑANA 10-HORA
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY CUMPLEAÑOS MÍ,HOY CUMPLEAÑOS MÍ
