id,spa,mslg_real,mslg_pred,raw_response
859,Yo compré una Coca Cola ayer.,AYER COCA-COLA YO COMPRAR,AYER YO COMPRAR COCA-COLA,AYER YO COMPRAR COCA-COLA
570,"Mi tío vive en la frontera, en Tijuana.",FRONTERA TIJUANA MÍ TÍO VIVIR,MI TIO VIVIR TIJUANA,MI TIO VIVIR TIJUANA
800,"Eso es feo, parece vulgar.",ESO FEO PARECE VULGAR,ESO FEYO VERDAD PARECER VULGAR,ESO FEYO VERDAD PARECER VULGAR
783,La policia judicial nos protege.,POLICÍA AGENTE NOSOTROS PROTEGER MÍ,POLICIA-JUDICIAL NOS PROTEGER,POLICIA-JUDICIAL NOS PROTEGER
281,"Eso es muy bonito, sí me gusta.",ESO BONITO SÍ YO GUSTAR,ESO BONITO VERDAD YO GUSTAR,ESO BONITO VERDAD YO GUSTAR
379,Algunas personas son analfabetas.,ALGUNAS PERSONAS ANALFABETO,ALGUN-PERSONA ANALFABETA,ALGUN-PERSONA ANALFABETA
703,Ghana está en África.,ÁFRICA ADENTRO GHANA,GHANA ÁFRICA ESTAR,GHANA ÁFRICA ESTAR
136,La tienda más cercana está a dos cuadras.,TIENDA CERCA DOS CUADRAS,TIENDA CERCANA VERDAD ESTAR DOS CUADRAS DISTANCIA,TIENDA CERCANA VERDAD ESTAR DOS CUADRAS DISTANCIA
358,Adán es el primer hombre creado por Dios en el mundo.,ADÁN PRIMER HOMBRE MUNDO DIOS HACER,ADAN PRIMERO HOMBRE CREAR DIOS MUNDO,ADAN PRIMERO HOMBRE CREAR DIOS MUNDO
918,Mi viaje a Francia me emocionó.,YO VIAJE FRANCIA YO EMOCIONAR YA,MI VIAJE FRANCIA EMOCIONAR VERDAD,MI VIAJE FRANCIA EMOCIONAR VERDAD
138,La Biblioteca de México es muy grande.,MÉXICO BIBLIOTECA GRANDE,BIBLIOTECA MÉXICO GRANDE VERDAD,BIBLIOTECA MÉXICO GRANDE VERDAD
365,Le regalé un juguete a mi ahijado.,JUGUETE MI AHIJADO YO REGALAR ÉL YA,REGALAR JUGUETE MI AHIJADO,REGALAR JUGUETE MI AHIJADO
822,El calendario de la SEP termina en agosto.,SU #SEP CALENDARIO AGOSTO TERMINAR,CALENDARIO SEP TERMINAR AGOSTO,CALENDARIO SEP TERMINAR AGOSTO
624,El senador explica por qué la gasolina está cara.,SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,SENADOR EXPLICAR POR QUÉ GASOLINA CARA VERDAD,SENADOR EXPLICAR POR QUÉ GASOLINA CARA VERDAD
326,Aimé saltó en paracaídas.,dm-AIMÉ SALTAR PARACAIDAS,AIMÉ SALTO PARACAÍDA,AIMÉ SALTO PARACAÍDA
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,FACIL APRENDER LETRA-DE-ABECEDARIO,FACIL APRENDER LETRA-DE-ABECEDARIO
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,NUESTRA-CITA TAXQUEÑA,NUESTRA-CITA TAXQUEÑA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,CON-MUCHO-POLVO YO ESTORNUDAR MUCHO,CON-MUCHO-POLVO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAZ ESTAR HECHO PAPEL,DISFRAZ ESTAR HECHO PAPEL
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO AGENDA-DIARIO REVISAR,MI HERMANO AGENDA-DIARIO REVISAR.
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,MI FAMILIA YO IR CELAYA,MI FAMILIA YO IR CELAYA
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,NO ME GUSTAR AMETRALLADORA,NO ME GUSTAR AMETRALLADORA
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,NOCHE TU MENSAJE-DE-WHATSAPP ENVIAR ME,NOCHE TU MENSAJE-DE-WHATSAPP ENVIAR ME
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,MI YO GUSTAR JUGAR BOLICHE,MI YO GUSTAR JUGAR BOLICHE
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL NACER DM-CIUDAD-JUAREZ,DM-JUAN-GABRIEL ... NACER DM-CIUDAD-JUAREZ
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO AZOTEA LIMPIAR,YO AZOTEA LIMPIAR
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO GALERIA IR,AYER YO GALERIA IR
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,MI FAMILIA SIEMPRE DONAR TELETON,MI FAMILIA SIEMPRE DONAR TELETON
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,NECESITAR PAPEL AGUA ABSORBER,NECESITAR PAPEL AGUA ABSORBER
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,DIARIO MI VECINO ALCOHOLICOS-ANONIMOS IR,DIARIO MI VECINO ALCOHOLICOS-ANONIMOS IR
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO FINQUIL+MUJER TERMINAR,MI HERMANO FINQUIL+MUJER TERMINAR
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER ESTE CELULAR COMPRAR PERO CORRIENTE VERDAD,AYER ESTE CELULAR COMPRAR PERO CORRIENTE VERDAD
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,ME GUSTAR FRESA CREMA,ME GUSTAR FRESA CREMA
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,ANIO-PASADO YO VIAJAR GUANAJUATO,ANIO-PASADO YO VIAJAR GUANAJUATO
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MUCHO POLICIA MANIFESTACION,MUCHO POLICIA MANIFESTACION
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR HAY COMIDA CADUCADA,REFRIGERADOR HAY COMIDA CADUCADA
3,¿Y eso?,¿Y-ESO?,¿ESO?,¿ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO VERDAD,INDIA SÉPTIMO PAÍS GRANDE MUNDO VERDAD
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR PUBLICIDAD MUCHO CALLE,GOBERNADOR PUBLICIDAD MUCHO CALLE
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,PIENSO ESTUDIAR ODONTOLOGÍA,PIENSO ESTUDIAR ODONTOLOGÍA
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA TIENE LUNAR BONITO VERDAD,ELLA TIENE LUNAR BONITO VERDAD
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO GANAR CAMPEONATO,YO GANAR CAMPEONATO
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVO EN ARGENTINA NATALIA,MI NOVO EN ARGENTINA NATALIA
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿COMO TÚ HACER SEÑA APÓSTOL?,¿COMO TÚ HACER SEÑA APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YA TRABAJO HABER ESTAR CONTENTO,YA TRABAJO HABER ESTAR CONTENTO
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO REPROBAR SEXTO-DE-PRIMARY,MI HIJO REPROBAR SEXTO-DE-PRIMARY
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,PARECE LLOVAR TARDE,PARECE LLOVAR TARDE
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL ARRESTAR VERDAD,ÉL ARRESTAR VERDAD
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PROXIMAS VACACIONES YO IR CIUDAD-OBREGON,PROXIMAS VACACIONES YO IR CIUDAD-OBREGON
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA AMEN DECIR,IGLESIA AMEN DECIR
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHÉ METRO CAOS,ANOCHÉ METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FABRICA SABRITAS BUSCAR PERSONAL TRABAJAR,FABRICA SABRITAS BUSCAR PERSONAL TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO ALMERO+APOSETE CON SU ALUMNO REUNIRSE,MAESTRO ALMERO+APOSETE CON SU ALUMNO ... REUNIRSE
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,CONVENCER MI AMIGO IR FIESTA,CONVENCER MI AMIGO IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,MI PUERTA AZUL PINTAR,MI PUERTA AZUL PINTAR
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUTRIA PAIS HERMOSO VERDAD,AUTRIA PAIS HERMOSO VERDAD
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO MANEJO MI-AUTO DEBO PONERLE GASOLINA,DIARIO MANEJO MI-AUTO DEBO PONERLE GASOLINA
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE VERDAD,CAFÉ CALIENTE VERDAD
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE ANO PASADO MI JEFE VIAJAR BOGOTA,DICIEMBRE ANO PASADO MI JEFE VIAJAR BOGOTA
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,YO MI HIJO ABANDONAR,YO MI HIJO ABANDONAR
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,DESEAR CONQUISTAR MUJER PERO TENER MIEDO ABANDONAR VERDAD,EL ... DESEAR CONQUISTAR MUJER PERO TENER MIEDO ABANDONAR VERDAD
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,METRO CHABACANO 10 MANANA VERNOS,METRO CHABACANO 10 MANANA VERNOS
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
