id,spa,mslg_real,mslg_pred,raw_response
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,EASY APRENDER LETRA ABC容易理解并学习字母表请注意这里给出的翻译是中文解释正确的LSM GLOSA应为EASY APRENDER LETRA ABC根据规则DEL ABECEDARIO简化为ABCA即ABC直接表示字母表,"EASY APRENDER LETRA ABC容易理解并学习字母表。请注意，这里给出的翻译是中文解释，正确的LSM glosa应为""EASY APRENDER LETRA ABC""。根据规则，""del abecedario""简化为""ABCA""（即""ABC""），直接表示“字母表”。"
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,NOSOTROS CITA TAXQUEÑA,NOSOTROS CITA TAXQUEÑA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,POLVO YO ESTORNUDAR MUCHO,POLVO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAS PAPER HACER,DISFRAS PAPER HACER
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO REVISAR ANOTAR-AGENDA DIARIO,MI HERMANO REVISAR ANOTAR-AGENDA DIARIO
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,MI FAMILIA YO CELEYA IR YA,MI FAMILIA YO CELEYA IR YA
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,TU ENVIAR MENSAJE WHATSAPP NOCHE,TU ENVIAR MENSAJE WHATSAPP NOCHE
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,YO SI GUSTAR JUGAR BOLICHE,YO SI GUSTAR JUGAR BOLICHE
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL ÉL NACER CIUDAD-JUÁREZ,DM-JUAN-GABRIEL ÉL NACER CIUDAD-JUÁREZ
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO CASA AZOTEA LIMPIAR,YO CASA AZOTEa LIMPIAR
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO GALERÍA IR,AYER YO GALERÍA IR
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,SIEMPRE MI FAMILIA DONAR TELETON,SIEMPRE MI FAMILIA DONAR TELETON
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,PAPEL ABSORBER AGUA PARA YO NECESITAR,PAPEL ABSORBER AGUA PARA YO NECESITAR
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,DIARIO MI VECINO IR ALCOHOLICOS-ANONIMOS,DIARIO MI VECINO IR ALCOHOLICOS-ANONIMOS
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO SU NOVIA TERMINAR,MI HERMANO SU NOVIA TERMINAR
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER ESTE CELULAR YO COMPRAR CORRIENTE VERDAD,AYER ESTE CELULAR YO COMPRAR CORRIENTE VERDAD
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,YO GUSTAR FRESA CON CREMA,YO GUSTAR FRESA CON CREMA
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO-PASADO YO VIAJAR GUANAJUATO
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,POLICÍA MUCHO MANIFESTACIÓN ESTAR,POLICÍA MUCHO MANIFESTACIÓN ESTAR
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR HAY COMIDA CADUCADA,REFRIGERADOR HAY COMIDA CADUCADA
3,¿Y eso?,¿Y-ESO?,¿ESO?,¿ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR PUBLICIDAD COLOCAR CALLE MUCHO,GOBERNADOR PUBLICIDAD COLOCAR CALLE MUCHO
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,YO PIENSAR ESTUDIAR DOCTOR-DIENTES,YO PIENSAR ESTUDIAR DOCTOR-DIENTES
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA LUNAR BONITO,ELLA LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO CAMPEONATO GANAR,YO CAMPEONATO GANAR
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVO+NACER ARGENTINA,MI NOVO+NACER ARGENTINA
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿COMO TÚ APÓSTOL SEÑA HACER?,¿COMO TÚ APÓSTOL SEÑA HACER?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YO TRABAJO YA TENER YO CONTENTO,YO TRABAJO YA TENER YO CONTENTO
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MÍ HIJO SEXTO PRIMARIA REPROBAR,MÍ HIJO SEXTO PRIMARIA REPROBAR
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,PARECER TARDE LLOVAR,PARECER TARDE LLOVAR
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL ARRESTAR ESO ¡FEO!,"ÉL ARRESTAR, ESO ¡FEO!"
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO VERDAD,MI SOBRINO ALTO VERDAD
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,SIGUIENTE VACACIONES YO IR CIUDAD-OBREGÓN,SIGUIENTE VACACIONES YO IR CIUDAD-OBREGÓN
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA YO DECIR AMÉN,IGLESIA YO DECIR AMÉN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHÉ METRO CAOS,ANOCHÉ METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA SABRITAS BUSCAR PERSONAL TRABAJO,FÁBRICA SABRITAS BUSCAR PERSONAL TRABAJO
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO ALMOS SE-REUNIR APARTE,MAESTRO ALMOS SE-REUNIR APARTE
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,MI AMIGO CONVENCER IR FIESTA,MI AMIGO CONVENCER IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,MI PUERTA YO PINTAR COLOR AZUL,MI PUERTA YO PINTAR COLOR AZUL
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO MI AUTOMÓVIL MANEJAR DEBO GASOLINA PONERLE,DIARIO MI AUTOMÓVIL MANEJAR DEBO GASOLINA PONERLE
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE VERDAD,CAFÉ CALIENTE VERDAD
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE ANO PASADO MI JEFE BOGOTÁ VIAJAR IR,DICIEMBRE ANO PASADO MI JEFE BOGOTÁ VIAJAR IR
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,MI HIJO YO ABANDONAR,MI HIJO YO ABANDONAR
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL DESEAR CONQUISTAR MUJER PERO TIEMPO ABANDONAR MIEDO,ÉL DESEAR CONQUISTAR MUJER PERO TIEMPO ABANDONAR MIEDO
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO VERDAD,TEPITO LUGAR CONOCIDO VERDAD
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,DOS-DE-NOSOTROS VERNOS METRO CHABACANO MAÑANA 10-HORAS,DOS-DE-NOSOTROS VERNOS METRO CHABACANO MAÑANA 10-HORAS
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
