id,spa,mslg_real,mslg_pred,raw_response
298,El niño ve un mono en el zoológico.,ENTRAR ANIMAL NIÑO VER MONO,ZOOLÓGICO MONO NIÑO VER,ZOOLÓGICO MONO NIÑO VER
208,No hay dulces en el frasco.,FRASCO DULCES NO-HAY,FRASCO DULCE NO-HAY,FRASCO DULCE NO-HAY
470,Fui a comprar jabón a la tienda.,YO IR TIENDA COMPRAR JABÓN YA,TIENDA JABÓN YO IR COMPRAR,TIENDA JABÓN YO IR COMPRAR
859,Yo compré una Coca Cola ayer.,AYER COCA-COLA YO COMPRAR,AYER COCA-COLA YO COMPRAR,AYER COCA-COLA YO COMPRAR
570,"Mi tío vive en la frontera, en Tijuana.",FRONTERA TIJUANA MÍ TÍO VIVIR,MI TÍO TIJUANA FRONTERA VIVIR,MI TÍO TIJUANA FRONTERA VIVIR
800,"Eso es feo, parece vulgar.",ESO FEO PARECE VULGAR,ESE FEO PARECE VULGAR,ESE FEO PARECE VULGAR
783,La policia judicial nos protege.,POLICÍA AGENTE NOSOTROS PROTEGER MÍ,POLICÍA JUDICIAL PROTEGER NOSOTROS,POLICÍA JUDICIAL PROTEGER NOSOTROS
281,"Eso es muy bonito, sí me gusta.",ESO BONITO SÍ YO GUSTAR,ESO BONITO VERDAD YO GUSTAR,ESO BONITO VERDAD YO GUSTAR
379,Algunas personas son analfabetas.,ALGUNAS PERSONAS ANALFABETO,PERSONAS ALGUNOS ANALFABETA ANALFABETA,PERSONAS ALGUNOS ANALFABETA ANALFABETA
703,Ghana está en África.,ÁFRICA ADENTRO GHANA,GHANA SUYO ÁFRICA,GHANA SUYO ÁFRICA
136,La tienda más cercana está a dos cuadras.,TIENDA CERCA DOS CUADRAS,TIENDA CERCANO MUCHO DOS CUADRA DISTANCIA,TIENDA CERCANO MUCHO DOS CUADRA DISTANCIA
358,Adán es el primer hombre creado por Dios en el mundo.,ADÁN PRIMER HOMBRE MUNDO DIOS HACER,ADÁN PRIMER HOMBRE DIOS CREAR MUNDO,ADÁN PRIMER HOMBRE DIOS CREAR MUNDO
918,Mi viaje a Francia me emocionó.,YO VIAJE FRANCIA YO EMOCIONAR YA,MI VIAJE FRANCIA EMOCIONADO YO,MI VIAJE FRANCIA EMOCIONADO YO
138,La Biblioteca de México es muy grande.,MÉXICO BIBLIOTECA GRANDE,BIBLIOTECA-DE-MÉXICO GRANDE MUCHO,BIBLIOTECA-DE-MÉXICO GRANDE MUCHO
365,Le regalé un juguete a mi ahijado.,JUGUETE MI AHIJADO YO REGALAR ÉL YA,MI AHIJADO JUGUETE YO REGALAR,MI AHIJADO JUGUETE YO REGALAR
822,El calendario de la SEP termina en agosto.,SU #SEP CALENDARIO AGOSTO TERMINAR,AGOSTO CALENDARIO SEP TERMINAR,AGOSTO CALENDARIO #SEP TERMINAR
624,El senador explica por qué la gasolina está cara.,SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,SENADOR GASOLINA CARA PORQUÉ ÉL EXPLICAR,SENADOR GASOLINA CARA PORQUÉ ÉL EXPLICAR
326,Aimé saltó en paracaídas.,dm-AIMÉ SALTAR PARACAIDAS,dm-AIMÉ PARACAÍDAS SALTAR YA,dm-AIMÉ PARACAÍDAS SALTAR YA
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,FÁCIL APRENDER LETRA ABECEDARIO,FÁCIL APRENDER LETRA ABECEDARIO
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,TAXQUEÑA NOSOTROS CITA,TAXQUEÑA NOSOTROS CITA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,POLVO MUCHO YO ESTORNUDAR MUCHO,POLVO MUCHO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAZ PAPEL HACER,DISFRAZ PAPEL HACER
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,DIARIO MI HERMANO SU AGENDA REVISAR,DIARIO MI HERMANO SU AGENDA REVISAR
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,CELAYA MI FAMILIA YO NOSOTROS-DE-DOS IR YA,CELAYA MI FAMILIA YO NOSOTROS-DE-DOS IR YA
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,TÚ MANDAR MÍ MENSAJE WHATSAPP NOCHE,TÚ MANDAR MÍ MENSAJE #WHATSAPP NOCHE
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,YO BOLICHE JUGAR GUSTAR SÍ,YO BOLICHE JUGAR GUSTAR SÍ
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,dm-JUAN-GABRIEL CIUDAD-JUÁREZ NACER,dm-JUAN-GABRIEL CIUDAD-JUÁREZ NACER
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO CASA AZOTEA LIMPIAR,YO CASA AZOTEA LIMPIAR
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO IR GALERÍA,AYER YO IR GALERÍA
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,SIEMPRE MI FAMILIA DONAR TELETÓN,SIEMPRE MI FAMILIA DONAR #TELETÓN
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,PAPEL PARA AGUA ABSORBER YO NECESITAR,PAPEL PARA AGUA ABSORBER YO NECESITAR
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,DIARIO MI VECINO IR ALCOHÓLICOS ANÓNIMOS,DIARIO MI VECINO IR ALCOHÓLICOS ANÓNIMOS
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO SU NOVIO+MUJER TERMINAR YA,MI HERMANO SU NOVIO+MUJER TERMINAR YA
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE MUCHO,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE MUCHO
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,YO GUSTAR FRESA CREMA,YO GUSTAR FRESA CREMA
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO-PASADO GUANAJUATO YO VIAJAR,AÑO-PASADO GUANAJUATO YO VIAJAR
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD INGRESAR YA,MI PRIMO UNIVERSIDAD INGRESAR YA
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MANIFESTACIÓN POLICÍA HABER MUCHO,MANIFESTACIÓN POLICÍA HABER MUCHO
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR COMIDA CADUCADA HABER,REFRIGERADOR COMIDA CADUCADA HABER
3,¿Y eso?,¿Y-ESO?,¿Y ESO?,¿Y ESO?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO,INDIA SÉPTIMO PAÍS GRANDE MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR CALLE PUBLICIDAD COLOCAR COLOCAR MUCHO,GOBERNADOR CALLE PUBLICIDAD COLOCAR COLOCAR MUCHO
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,ODONTOLOGÍA YO PENSAR ESTUDIAR,ODONTOLOGÍA YO PENSAR ESTUDIAR
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA LUNAR BONITO,ELLA LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO CAMPEONATO GANAR,YO CAMPEONATO GANAR
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO ARGENTINA NACER,MI NOVIO ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿CÓMO TÚ HACER SEÑA APÓSTOL?,¿CÓMO TÚ HACER SEÑA APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YO TRABAJO YA TENER YO CONTENTO,YO TRABAJO YA TENER YO CONTENTO
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO SEXTO-PRIMARIA REPROBAR YA,MI HIJO SEXTO-Primaria REPROBAR YA
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,TARDE LLOVER FUTURO,TARDE LLOVER FUTURO
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,ÉL YA ARRESTAR ¡FEO!,"ÉL YA ARRESTAR, ¡FEO!"
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO MUCHO,MI SOBRINO ALTO MUCHO
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIONES CIUDAD OBREGÓN YO VIAJAR,PRÓXIMO VACACIONES CIUDAD OBREGÓN YO VIAJAR
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHE METRO CAOS,ANOCHE METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR,FÁBRICA SABRITAS PERSONAL BUSCAR TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA,MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,MI PUERTA COLOR AZUL YO PINTAR,MI PUERTA COLOR AZUL YO PINTAR
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO MI AUTOMÓVIL YO MANEJAR YO DEBER GASOLINA PONER,DIARIO MI AUTOMÓVIL YO MANEJAR YO DEBER GASOLINA PONER
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE MUCHO,CAFÉ CALIENTE MUCHO
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE AÑO-PASADO MI JEFE BOGOTÁ VIAJAR YA,DICIEMBRE AÑO-PASADO MI JEFE BOGOTÁ VIAJAR YA
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,MI HIJO YO ABANDONAR YA,MI HIJO YO ABANDONAR YA
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL QUERER CONQUISTAR MUJER PERO MIEDO ABANDONAR ÉL,ÉL QUERER CONQUISTAR MUJER PERO MIEDO ABANDONAR ÉL
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO MUCHO,TEPITO LUGAR CONOCIDO MUCHO
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,DOS-DE-NOSOTROS NOS-VEMOS METRO CHABACANO 10 MAÑANA,DOS-DE-NOSOTROS NOS-VEMOS METRO CHABACANO 10 MAÑANA
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY MI CUMPLEAÑOS,HOY MI CUMPLEAÑOS
